dayDate,ageGroup,verifiedNormalized,avgVerifiedAmount7Days
2020-10-31T00:00:00.000Z,12-15,1.73,38
2020-10-31T00:00:00.000Z,16-19,1.52,59
2020-11-01T00:00:00.000Z,0-4,4.37,43
2020-11-01T00:00:00.000Z,5-11,3.87,57
2020-11-01T00:00:00.000Z,12-15,4.4,37
2020-11-01T00:00:00.000Z,16-19,8.94,61
2020-11-02T00:00:00.000Z,0-4,6.56,46
2020-11-02T00:00:00.000Z,5-11,5,55
2020-11-02T00:00:00.000Z,12-15,7.07,37
2020-11-02T00:00:00.000Z,16-19,9.79,56
2020-11-03T00:00:00.000Z,0-4,8.09,46
2020-11-03T00:00:00.000Z,5-11,5.33,52
2020-11-03T00:00:00.000Z,12-15,6.91,36
2020-11-03T00:00:00.000Z,16-19,11.31,52
2020-11-04T00:00:00.000Z,0-4,3.61,44
2020-11-04T00:00:00.000Z,5-11,4.76,51
2020-11-04T00:00:00.000Z,12-15,7.38,37
2020-11-04T00:00:00.000Z,16-19,11.98,51
2020-11-05T00:00:00.000Z,0-4,3.28,41
2020-11-05T00:00:00.000Z,5-11,3.47,48
2020-11-05T00:00:00.000Z,12-15,5.81,37
2020-11-05T00:00:00.000Z,16-19,7.76,51
2020-11-06T00:00:00.000Z,0-4,3.83,40
2020-11-06T00:00:00.000Z,5-11,4.44,49
2020-11-06T00:00:00.000Z,12-15,5.97,35
2020-11-06T00:00:00.000Z,16-19,6.41,48
2020-11-07T00:00:00.000Z,0-4,1.09,40
2020-11-07T00:00:00.000Z,5-11,1.78,50
2020-11-07T00:00:00.000Z,12-15,1.89,35
2020-11-07T00:00:00.000Z,16-19,2.19,49
2020-11-08T00:00:00.000Z,0-4,2.19,37
2020-11-08T00:00:00.000Z,5-11,3.23,49
2020-11-08T00:00:00.000Z,12-15,4.56,36
2020-11-08T00:00:00.000Z,16-19,8.94,49
2020-11-09T00:00:00.000Z,0-4,5.03,35
2020-11-09T00:00:00.000Z,5-11,4.6,48
2020-11-09T00:00:00.000Z,12-15,7.07,36
2020-11-09T00:00:00.000Z,16-19,8.61,48
2020-11-10T00:00:00.000Z,0-4,3.39,29
2020-11-10T00:00:00.000Z,5-11,4.44,47
2020-11-10T00:00:00.000Z,12-15,8.64,37
2020-11-10T00:00:00.000Z,16-19,9.11,46
2020-11-11T00:00:00.000Z,0-4,4.26,30
2020-11-11T00:00:00.000Z,5-11,5.49,48
2020-11-11T00:00:00.000Z,12-15,7.07,37
2020-11-11T00:00:00.000Z,16-19,10.29,45
2020-11-12T00:00:00.000Z,0-4,4.81,32
2020-11-12T00:00:00.000Z,5-11,7.91,56
2020-11-12T00:00:00.000Z,12-15,6.91,38
2020-11-12T00:00:00.000Z,16-19,8.94,46
2020-11-13T00:00:00.000Z,0-4,3.28,31
2020-11-13T00:00:00.000Z,5-11,7.43,61
2020-11-13T00:00:00.000Z,12-15,6.44,38
2020-11-13T00:00:00.000Z,16-19,10.13,49
2020-11-14T00:00:00.000Z,0-4,1.53,32
2020-11-14T00:00:00.000Z,5-11,2.02,62
2020-11-14T00:00:00.000Z,12-15,3.46,40
2020-11-14T00:00:00.000Z,16-19,3.54,50
2020-11-15T00:00:00.000Z,0-4,2.08,31
2020-11-15T00:00:00.000Z,5-11,5.25,65
2020-11-15T00:00:00.000Z,12-15,4.87,40
2020-11-15T00:00:00.000Z,16-19,6.75,48
2020-11-16T00:00:00.000Z,0-4,4.26,30
2020-11-16T00:00:00.000Z,5-11,5.97,68
2020-11-16T00:00:00.000Z,12-15,6.76,40
2020-11-16T00:00:00.000Z,16-19,13.16,52
2020-11-17T00:00:00.000Z,0-4,3.5,31
2020-11-17T00:00:00.000Z,5-11,4.84,68
2020-11-17T00:00:00.000Z,12-15,8.01,39
2020-11-17T00:00:00.000Z,16-19,12.83,55
2020-11-18T00:00:00.000Z,0-4,5.03,32
2020-11-18T00:00:00.000Z,5-11,4.12,66
2020-11-18T00:00:00.000Z,12-15,5.5,38
2020-11-18T00:00:00.000Z,16-19,12.66,57
2020-11-19T00:00:00.000Z,0-4,3.5,30
2020-11-19T00:00:00.000Z,5-11,7.02,64
2020-11-19T00:00:00.000Z,12-15,5.66,37
2020-11-19T00:00:00.000Z,16-19,13.5,61
2020-11-20T00:00:00.000Z,0-4,3.72,30
2020-11-20T00:00:00.000Z,5-11,6.94,64
2020-11-20T00:00:00.000Z,12-15,8.01,38
2020-11-20T00:00:00.000Z,16-19,8.94,60
2020-11-21T00:00:00.000Z,0-4,1.53,30
2020-11-21T00:00:00.000Z,5-11,4.2,67
2020-11-21T00:00:00.000Z,12-15,4.87,39
2020-11-21T00:00:00.000Z,16-19,4.73,61
2020-11-22T00:00:00.000Z,0-4,3.39,32
2020-11-22T00:00:00.000Z,5-11,5.57,68
2020-11-22T00:00:00.000Z,12-15,6.28,41
2020-11-22T00:00:00.000Z,16-19,11.81,65
2020-11-23T00:00:00.000Z,0-4,4.59,33
2020-11-23T00:00:00.000Z,5-11,8.39,72
2020-11-23T00:00:00.000Z,12-15,6.28,40
2020-11-23T00:00:00.000Z,16-19,16.54,68
2020-11-24T00:00:00.000Z,0-4,4.26,34
2020-11-24T00:00:00.000Z,5-11,6.13,75
2020-11-24T00:00:00.000Z,12-15,8.96,41
2020-11-24T00:00:00.000Z,16-19,9.45,65
2020-11-25T00:00:00.000Z,0-4,4.26,33
2020-11-25T00:00:00.000Z,5-11,8.23,82
2020-11-25T00:00:00.000Z,12-15,10.37,45
2020-11-25T00:00:00.000Z,16-19,15.7,68
2020-11-26T00:00:00.000Z,0-4,5.79,36
2020-11-26T00:00:00.000Z,5-11,8.96,85
2020-11-26T00:00:00.000Z,12-15,10.21,50
2020-11-26T00:00:00.000Z,16-19,13.67,68
2020-11-27T00:00:00.000Z,0-4,4.04,36
2020-11-27T00:00:00.000Z,5-11,7.18,86
2020-11-27T00:00:00.000Z,12-15,10.06,51
2020-11-27T00:00:00.000Z,16-19,17.05,75
2020-11-28T00:00:00.000Z,0-4,3.61,39
2020-11-28T00:00:00.000Z,5-11,4.44,86
2020-11-28T00:00:00.000Z,12-15,5.66,52
2020-11-28T00:00:00.000Z,16-19,4.89,75
2020-11-29T00:00:00.000Z,0-4,3.83,39
2020-11-29T00:00:00.000Z,5-11,6.86,88
2020-11-29T00:00:00.000Z,12-15,7.54,53
2020-11-29T00:00:00.000Z,16-19,13.33,76
2020-11-30T00:00:00.000Z,0-4,5.36,40
2020-11-30T00:00:00.000Z,5-11,8.8,89
2020-11-30T00:00:00.000Z,12-15,12.25,59
2020-11-30T00:00:00.000Z,16-19,14.18,74
2020-12-01T00:00:00.000Z,0-4,6.23,43
2020-12-01T00:00:00.000Z,5-11,9.44,95
2020-12-01T00:00:00.000Z,12-15,10.53,60
2020-12-01T00:00:00.000Z,16-19,16.71,80
2020-12-02T00:00:00.000Z,0-4,5.9,45
2020-12-02T00:00:00.000Z,5-11,9.85,98
2020-12-02T00:00:00.000Z,12-15,14.3,64
2020-12-02T00:00:00.000Z,16-19,30.55,93
2020-12-03T00:00:00.000Z,0-4,4.7,44
2020-12-03T00:00:00.000Z,5-11,11.7,103
2020-12-03T00:00:00.000Z,12-15,13.51,67
2020-12-03T00:00:00.000Z,16-19,23.96,102
2020-12-04T00:00:00.000Z,0-4,6.34,47
2020-12-04T00:00:00.000Z,5-11,12.59,112
2020-12-04T00:00:00.000Z,12-15,16.81,73
2020-12-04T00:00:00.000Z,16-19,20.59,105
2020-12-05T00:00:00.000Z,0-4,4.81,48
2020-12-05T00:00:00.000Z,5-11,10.01,122
2020-12-05T00:00:00.000Z,12-15,7.38,74
2020-12-05T00:00:00.000Z,16-19,13.33,112
2020-12-06T00:00:00.000Z,0-4,6.34,51
2020-12-06T00:00:00.000Z,5-11,9.85,127
2020-12-06T00:00:00.000Z,12-15,11.47,78
2020-12-06T00:00:00.000Z,16-19,18.4,116
2020-12-07T00:00:00.000Z,0-4,7,54
2020-12-07T00:00:00.000Z,5-11,14.61,138
2020-12-07T00:00:00.000Z,12-15,16.97,82
2020-12-07T00:00:00.000Z,16-19,26.5,127
2020-12-08T00:00:00.000Z,0-4,7.98,56
2020-12-08T00:00:00.000Z,5-11,16.3,150
2020-12-08T00:00:00.000Z,12-15,11.94,84
2020-12-08T00:00:00.000Z,16-19,20.59,130
2020-12-09T00:00:00.000Z,0-4,8.75,60
2020-12-09T00:00:00.000Z,5-11,13.4,156
2020-12-09T00:00:00.000Z,12-15,19.17,88
2020-12-09T00:00:00.000Z,16-19,27.51,127
2020-12-10T00:00:00.000Z,0-4,10.39,67
2020-12-10T00:00:00.000Z,5-11,16.3,164
2020-12-10T00:00:00.000Z,12-15,19.01,93
2020-12-10T00:00:00.000Z,16-19,23.29,127
2020-12-11T00:00:00.000Z,0-4,7.87,69
2020-12-11T00:00:00.000Z,5-11,14.37,167
2020-12-11T00:00:00.000Z,12-15,16.81,93
2020-12-11T00:00:00.000Z,16-19,31.22,136
2020-12-12T00:00:00.000Z,0-4,6.12,71
2020-12-12T00:00:00.000Z,5-11,11.06,169
2020-12-12T00:00:00.000Z,12-15,12.57,98
2020-12-12T00:00:00.000Z,16-19,14.85,137
2020-12-13T00:00:00.000Z,0-4,6.45,71
2020-12-13T00:00:00.000Z,5-11,13.4,176
2020-12-13T00:00:00.000Z,12-15,18.23,104
2020-12-13T00:00:00.000Z,16-19,24.47,142
2020-12-14T00:00:00.000Z,0-4,10.17,75
2020-12-14T00:00:00.000Z,5-11,19.05,183
2020-12-14T00:00:00.000Z,12-15,29.38,115
2020-12-14T00:00:00.000Z,16-19,31.56,146
2020-12-15T00:00:00.000Z,0-4,13.77,83
2020-12-15T00:00:00.000Z,5-11,25.67,200
2020-12-15T00:00:00.000Z,12-15,29.38,131
2020-12-15T00:00:00.000Z,16-19,46.92,169
2020-12-16T00:00:00.000Z,0-4,10.71,85
2020-12-16T00:00:00.000Z,5-11,20.9,213
2020-12-16T00:00:00.000Z,12-15,33.94,144
2020-12-16T00:00:00.000Z,16-19,42.53,181
2020-12-17T00:00:00.000Z,0-4,12.03,87
2020-12-17T00:00:00.000Z,5-11,25.18,229
2020-12-17T00:00:00.000Z,12-15,30.79,155
2020-12-17T00:00:00.000Z,16-19,39.83,195
2020-12-18T00:00:00.000Z,0-4,14.54,96
2020-12-18T00:00:00.000Z,5-11,23.49,245
2020-12-18T00:00:00.000Z,12-15,34.41,171
2020-12-18T00:00:00.000Z,16-19,32.74,197
2020-12-19T00:00:00.000Z,0-4,7.87,98
2020-12-19T00:00:00.000Z,5-11,15.25,253
2020-12-19T00:00:00.000Z,12-15,19.64,178
2020-12-19T00:00:00.000Z,16-19,24.47,205
2020-12-20T00:00:00.000Z,0-4,14.43,109
2020-12-20T00:00:00.000Z,5-11,25.91,275
2020-12-20T00:00:00.000Z,12-15,28.75,187
2020-12-20T00:00:00.000Z,16-19,41.68,219
2020-12-21T00:00:00.000Z,0-4,17.49,118
2020-12-21T00:00:00.000Z,5-11,29.7,294
2020-12-21T00:00:00.000Z,12-15,50.12,206
2020-12-21T00:00:00.000Z,16-19,57.38,241
2020-12-22T00:00:00.000Z,0-4,24.38,132
2020-12-22T00:00:00.000Z,5-11,39.15,317
2020-12-22T00:00:00.000Z,12-15,57.19,231
2020-12-22T00:00:00.000Z,16-19,63.46,255
2020-12-23T00:00:00.000Z,0-4,20.22,145
2020-12-23T00:00:00.000Z,5-11,33.74,340
2020-12-23T00:00:00.000Z,12-15,45.09,241
2020-12-23T00:00:00.000Z,16-19,52.65,264
2020-12-24T00:00:00.000Z,0-4,19.24,154
2020-12-24T00:00:00.000Z,5-11,37.21,361
2020-12-24T00:00:00.000Z,12-15,46.82,256
2020-12-24T00:00:00.000Z,16-19,55.86,277
2020-12-25T00:00:00.000Z,0-4,25.8,169
2020-12-25T00:00:00.000Z,5-11,37.45,386
2020-12-25T00:00:00.000Z,12-15,52.16,272
2020-12-25T00:00:00.000Z,16-19,57.21,298
2020-12-26T00:00:00.000Z,0-4,13.12,176
2020-12-26T00:00:00.000Z,5-11,20.74,396
2020-12-26T00:00:00.000Z,12-15,28.75,280
2020-12-26T00:00:00.000Z,16-19,34.93,307
2020-12-27T00:00:00.000Z,0-4,19.57,182
2020-12-27T00:00:00.000Z,5-11,28.49,400
2020-12-27T00:00:00.000Z,12-15,39.91,291
2020-12-27T00:00:00.000Z,16-19,43.37,308
2020-12-28T00:00:00.000Z,0-4,32.8,202
2020-12-28T00:00:00.000Z,5-11,54.48,444
2020-12-28T00:00:00.000Z,12-15,66.46,305
2020-12-28T00:00:00.000Z,16-19,82.02,329
2020-12-29T00:00:00.000Z,0-4,35.31,217
2020-12-29T00:00:00.000Z,5-11,57.55,477
2020-12-29T00:00:00.000Z,12-15,72.27,319
2020-12-29T00:00:00.000Z,16-19,86.75,349
2020-12-30T00:00:00.000Z,0-4,32.14,232
2020-12-30T00:00:00.000Z,5-11,59.08,522
2020-12-30T00:00:00.000Z,12-15,81.38,352
2020-12-30T00:00:00.000Z,16-19,87.93,379
2020-12-31T00:00:00.000Z,0-4,28.97,245
2020-12-31T00:00:00.000Z,5-11,60.54,563
2020-12-31T00:00:00.000Z,12-15,82.64,385
2020-12-31T00:00:00.000Z,16-19,95.86,413
2021-01-01T00:00:00.000Z,0-4,33.78,255
2021-01-01T00:00:00.000Z,5-11,62.63,608
2021-01-01T00:00:00.000Z,12-15,78.71,409
2021-01-01T00:00:00.000Z,16-19,113.24,460
2021-01-02T00:00:00.000Z,0-4,23.61,269
2021-01-02T00:00:00.000Z,5-11,42.94,647
2021-01-02T00:00:00.000Z,12-15,46.98,425
2021-01-02T00:00:00.000Z,16-19,65.99,486
2021-01-03T00:00:00.000Z,0-4,24.71,276
2021-01-03T00:00:00.000Z,5-11,48.51,682
2021-01-03T00:00:00.000Z,12-15,65.83,449
2021-01-03T00:00:00.000Z,16-19,82.19,519
2021-01-04T00:00:00.000Z,0-4,44.93,292
2021-01-04T00:00:00.000Z,5-11,81.6,730
2021-01-04T00:00:00.000Z,12-15,118.31,496
2021-01-04T00:00:00.000Z,16-19,164.04,589
2021-01-05T00:00:00.000Z,0-4,45.91,305
2021-01-05T00:00:00.000Z,5-11,84.43,778
2021-01-05T00:00:00.000Z,12-15,122.55,542
2021-01-05T00:00:00.000Z,16-19,136.7,631
2021-01-06T00:00:00.000Z,0-4,42.63,319
2021-01-06T00:00:00.000Z,5-11,79.1,813
2021-01-06T00:00:00.000Z,12-15,104.95,563
2021-01-06T00:00:00.000Z,16-19,135.69,671
2021-01-07T00:00:00.000Z,0-4,44.82,340
2021-01-07T00:00:00.000Z,5-11,75.47,840
2021-01-07T00:00:00.000Z,12-15,108.25,587
2021-01-07T00:00:00.000Z,16-19,124.38,696
2021-01-08T00:00:00.000Z,0-4,53.57,366
2021-01-08T00:00:00.000Z,5-11,83.05,876
2021-01-08T00:00:00.000Z,12-15,102.28,608
2021-01-08T00:00:00.000Z,16-19,144.13,722
2021-01-09T00:00:00.000Z,0-4,32.47,377
2021-01-09T00:00:00.000Z,5-11,54.64,897
2021-01-09T00:00:00.000Z,12-15,73.21,632
2021-01-09T00:00:00.000Z,16-19,76.79,731
2021-01-10T00:00:00.000Z,0-4,44.06,403
2021-01-10T00:00:00.000Z,5-11,79.5,951
2021-01-10T00:00:00.000Z,12-15,95.05,658
2021-01-10T00:00:00.000Z,16-19,116.62,760
2021-01-11T00:00:00.000Z,0-4,66.9,431
2021-01-11T00:00:00.000Z,5-11,109.77,1001
2021-01-11T00:00:00.000Z,12-15,144.07,682
2021-01-11T00:00:00.000Z,16-19,156.28,753
2021-01-12T00:00:00.000Z,0-4,69.42,462
2021-01-12T00:00:00.000Z,5-11,103.56,1035
2021-01-12T00:00:00.000Z,12-15,125.06,684
2021-01-12T00:00:00.000Z,16-19,141.93,758
2021-01-13T00:00:00.000Z,0-4,72.04,500
2021-01-13T00:00:00.000Z,5-11,108.16,1087
2021-01-13T00:00:00.000Z,12-15,132.76,709
2021-01-13T00:00:00.000Z,16-19,142.1,763
2021-01-14T00:00:00.000Z,0-4,68.33,531
2021-01-14T00:00:00.000Z,5-11,101.94,1133
2021-01-14T00:00:00.000Z,12-15,122.86,723
2021-01-14T00:00:00.000Z,16-19,138.05,775
2021-01-15T00:00:00.000Z,0-4,70.4,553
2021-01-15T00:00:00.000Z,5-11,102.1,1167
2021-01-15T00:00:00.000Z,12-15,114.38,734
2021-01-15T00:00:00.000Z,16-19,126.57,760
2021-01-16T00:00:00.000Z,0-4,39.57,562
2021-01-16T00:00:00.000Z,5-11,55.61,1169
2021-01-16T00:00:00.000Z,12-15,61.43,723
2021-01-16T00:00:00.000Z,16-19,76.45,760
2021-01-17T00:00:00.000Z,0-4,41.65,559
2021-01-17T00:00:00.000Z,5-11,60.62,1135
2021-01-17T00:00:00.000Z,12-15,76.36,706
2021-01-17T00:00:00.000Z,16-19,79.15,728
2021-01-18T00:00:00.000Z,0-4,79.04,575
2021-01-18T00:00:00.000Z,5-11,121.23,1156
2021-01-18T00:00:00.000Z,12-15,144.39,706
2021-01-18T00:00:00.000Z,16-19,161.68,733
2021-01-19T00:00:00.000Z,0-4,69.09,575
2021-01-19T00:00:00.000Z,5-11,101.94,1153
2021-01-19T00:00:00.000Z,12-15,110.14,693
2021-01-19T00:00:00.000Z,16-19,141.59,732
2021-01-20T00:00:00.000Z,0-4,68.76,570
2021-01-20T00:00:00.000Z,5-11,92.74,1126
2021-01-20T00:00:00.000Z,12-15,112.02,674
2021-01-20T00:00:00.000Z,16-19,141.26,732
2021-01-21T00:00:00.000Z,0-4,60.89,561
2021-01-21T00:00:00.000Z,5-11,84.83,1095
2021-01-21T00:00:00.000Z,12-15,102.44,655
2021-01-21T00:00:00.000Z,16-19,119.32,716
2021-01-22T00:00:00.000Z,0-4,68.22,558
2021-01-22T00:00:00.000Z,5-11,91.69,1077
2021-01-22T00:00:00.000Z,12-15,109.04,650
2021-01-22T00:00:00.000Z,16-19,129.78,718
2021-01-23T00:00:00.000Z,0-4,24.49,538
2021-01-23T00:00:00.000Z,5-11,24.62,1022
2021-01-23T00:00:00.000Z,12-15,29.07,621
2021-01-23T00:00:00.000Z,16-19,31.73,681
2021-01-24T00:00:00.000Z,0-4,39.03,535
2021-01-24T00:00:00.000Z,5-11,48.19,1000
2021-01-24T00:00:00.000Z,12-15,65.36,611
2021-01-24T00:00:00.000Z,16-19,84.04,685
2021-01-25T00:00:00.000Z,0-4,91.28,551
2021-01-25T00:00:00.000Z,5-11,102.1,966
2021-01-25T00:00:00.000Z,12-15,126.95,595
2021-01-25T00:00:00.000Z,16-19,153.74,678
2021-01-26T00:00:00.000Z,0-4,73.57,557
2021-01-26T00:00:00.000Z,5-11,90,945
2021-01-26T00:00:00.000Z,12-15,110.92,596
2021-01-26T00:00:00.000Z,16-19,132.31,670
2021-01-27T00:00:00.000Z,0-4,68.11,556
2021-01-27T00:00:00.000Z,5-11,78.94,921
2021-01-27T00:00:00.000Z,12-15,111.24,595
2021-01-27T00:00:00.000Z,16-19,150.54,678
2021-01-28T00:00:00.000Z,0-4,69.31,567
2021-01-28T00:00:00.000Z,5-11,76.52,906
2021-01-28T00:00:00.000Z,12-15,94.11,588
2021-01-28T00:00:00.000Z,16-19,124.04,682
2021-01-29T00:00:00.000Z,0-4,64.06,561
2021-01-29T00:00:00.000Z,5-11,70.14,868
2021-01-29T00:00:00.000Z,12-15,91.6,572
2021-01-29T00:00:00.000Z,16-19,126.24,679
2021-01-30T00:00:00.000Z,0-4,27.11,565
2021-01-30T00:00:00.000Z,5-11,27.52,873
2021-01-30T00:00:00.000Z,12-15,31.27,574
2021-01-30T00:00:00.000Z,16-19,47.42,692
2021-01-31T00:00:00.000Z,0-4,46.02,574
2021-01-31T00:00:00.000Z,5-11,50.93,878
2021-01-31T00:00:00.000Z,12-15,60.17,569
2021-01-31T00:00:00.000Z,16-19,104.63,710
2021-02-01T00:00:00.000Z,0-4,84.83,565
2021-02-01T00:00:00.000Z,5-11,99.76,874
2021-02-01T00:00:00.000Z,12-15,118.78,562
2021-02-01T00:00:00.000Z,16-19,161.51,716
2021-02-02T00:00:00.000Z,0-4,78.93,572
2021-02-02T00:00:00.000Z,5-11,92.58,878
2021-02-02T00:00:00.000Z,12-15,99.92,552
2021-02-02T00:00:00.000Z,16-19,144.13,726
2021-02-03T00:00:00.000Z,0-4,74.99,581
2021-02-03T00:00:00.000Z,5-11,82.57,885
2021-02-03T00:00:00.000Z,12-15,100.39,542
2021-02-03T00:00:00.000Z,16-19,143.96,721
2021-02-04T00:00:00.000Z,0-4,80.57,596
2021-02-04T00:00:00.000Z,5-11,87.01,903
2021-02-04T00:00:00.000Z,12-15,98.67,546
2021-02-04T00:00:00.000Z,16-19,131.97,727
2021-02-05T00:00:00.000Z,0-4,72.48,607
2021-02-05T00:00:00.000Z,5-11,72.08,907
2021-02-05T00:00:00.000Z,12-15,80.91,536
2021-02-05T00:00:00.000Z,16-19,117.63,720
2021-02-06T00:00:00.000Z,0-4,31.37,613
2021-02-06T00:00:00.000Z,5-11,28.09,908
2021-02-06T00:00:00.000Z,12-15,32.37,537
2021-02-06T00:00:00.000Z,16-19,39.49,713
2021-02-07T00:00:00.000Z,0-4,39.57,604
2021-02-07T00:00:00.000Z,5-11,48.19,903
2021-02-07T00:00:00.000Z,12-15,54.52,532
2021-02-07T00:00:00.000Z,16-19,81.18,694
2021-02-08T00:00:00.000Z,0-4,86.47,606
2021-02-08T00:00:00.000Z,5-11,90,885
2021-02-08T00:00:00.000Z,12-15,108.41,523
2021-02-08T00:00:00.000Z,16-19,129.11,666
2021-02-09T00:00:00.000Z,0-4,71.6,597
2021-02-09T00:00:00.000Z,5-11,73.93,852
2021-02-09T00:00:00.000Z,12-15,86.88,511
2021-02-09T00:00:00.000Z,16-19,96.36,626
2021-02-10T00:00:00.000Z,0-4,64.28,583
2021-02-10T00:00:00.000Z,5-11,65.46,822
2021-02-10T00:00:00.000Z,12-15,79.03,491
2021-02-10T00:00:00.000Z,16-19,91.81,582
2021-02-11T00:00:00.000Z,0-4,61.22,558
2021-02-11T00:00:00.000Z,5-11,54.8,765
2021-02-11T00:00:00.000Z,12-15,59.86,456
2021-02-11T00:00:00.000Z,16-19,82.02,539
2021-02-12T00:00:00.000Z,0-4,56.85,537
2021-02-12T00:00:00.000Z,5-11,52.63,731
2021-02-12T00:00:00.000Z,12-15,63.94,441
2021-02-12T00:00:00.000Z,16-19,70.37,499
2021-02-13T00:00:00.000Z,0-4,21.1,524
2021-02-13T00:00:00.000Z,5-11,20.5,717
2021-02-13T00:00:00.000Z,12-15,22.94,432
2021-02-13T00:00:00.000Z,16-19,23.63,486
2021-02-14T00:00:00.000Z,0-4,32.14,514
2021-02-14T00:00:00.000Z,5-11,34.63,693
2021-02-14T00:00:00.000Z,12-15,41.48,420
2021-02-14T00:00:00.000Z,16-19,56.2,465
2021-02-15T00:00:00.000Z,0-4,61.11,481
2021-02-15T00:00:00.000Z,5-11,58.11,637
2021-02-15T00:00:00.000Z,12-15,65.36,381
2021-02-15T00:00:00.000Z,16-19,76.45,420
2021-02-16T00:00:00.000Z,0-4,48.32,450
2021-02-16T00:00:00.000Z,5-11,49.96,594
2021-02-16T00:00:00.000Z,12-15,66.46,362
2021-02-16T00:00:00.000Z,16-19,71.22,399
2021-02-17T00:00:00.000Z,0-4,46.79,428
2021-02-17T00:00:00.000Z,5-11,42.7,554
2021-02-17T00:00:00.000Z,12-15,58.29,344
2021-02-17T00:00:00.000Z,16-19,57.38,370
2021-02-18T00:00:00.000Z,0-4,38.92,398
2021-02-18T00:00:00.000Z,5-11,39.47,527
2021-02-18T00:00:00.000Z,12-15,45.72,331
2021-02-18T00:00:00.000Z,16-19,44.39,338
2021-02-19T00:00:00.000Z,0-4,46.35,385
2021-02-19T00:00:00.000Z,5-11,45.93,515
2021-02-19T00:00:00.000Z,12-15,48.55,317
2021-02-19T00:00:00.000Z,16-19,49.62,320
2021-02-20T00:00:00.000Z,0-4,15.96,378
2021-02-20T00:00:00.000Z,5-11,15.5,506
2021-02-20T00:00:00.000Z,12-15,15.71,310
2021-02-20T00:00:00.000Z,16-19,14.18,312
2021-02-21T00:00:00.000Z,0-4,31.92,378
2021-02-21T00:00:00.000Z,5-11,33.66,505
2021-02-21T00:00:00.000Z,12-15,42.26,311
2021-02-21T00:00:00.000Z,16-19,47.09,305
2021-02-22T00:00:00.000Z,0-4,61.77,379
2021-02-22T00:00:00.000Z,5-11,55.61,500
2021-02-22T00:00:00.000Z,12-15,59.23,305
2021-02-22T00:00:00.000Z,16-19,68.52,298
2021-02-23T00:00:00.000Z,0-4,55.21,388
2021-02-23T00:00:00.000Z,5-11,54.32,508
2021-02-23T00:00:00.000Z,12-15,58.92,298
2021-02-23T00:00:00.000Z,16-19,59.24,288
2021-02-24T00:00:00.000Z,0-4,48.21,389
2021-02-24T00:00:00.000Z,5-11,53.27,527
2021-02-24T00:00:00.000Z,12-15,57.82,298
2021-02-24T00:00:00.000Z,16-19,61.77,291
2021-02-25T00:00:00.000Z,0-4,43.29,395
2021-02-25T00:00:00.000Z,5-11,55.93,556
2021-02-25T00:00:00.000Z,12-15,52.79,304
2021-02-25T00:00:00.000Z,16-19,49.11,295
2021-02-26T00:00:00.000Z,0-4,45.37,394
2021-02-26T00:00:00.000Z,5-11,51.74,566
2021-02-26T00:00:00.000Z,12-15,49.18,305
